investor_id,Missed_SIPs,Maximum_Gap,Average_Gap
INV001953,1,409.0,409.0
INV001954,4,187.0,95.75
INV001955,4,103.0,74.0
INV001956,4,160.0,110.75
INV001957,1,41.0,41.0
INV001958,2,253.0,186.5
INV001959,5,107.0,81.0
INV001960,2,185.0,146.5
INV001961,5,222.0,89.0
INV001962,3,177.0,114.0
INV001963,1,374.0,374.0
INV001965,1,152.0,152.0
INV001966,3,191.0,127.33333333333333
INV001967,1,92.0,92.0
INV001968,3,95.0,75.66666666666667
INV001969,7,120.0,60.57142857142857
INV001970,4,137.0,100.75
INV001971,4,87.0,63.5
INV001972,4,142.0,69.0
INV001974,5,86.0,60.6
INV001975,5,159.0,78.2
INV001976,2,112.0,106.0
INV001977,3,184.0,125.0
INV001978,5,112.0,84.4
INV001979,3,134.0,95.33333333333333
INV001980,2,389.0,213.5
INV001981,3,200.0,160.33333333333334
INV001982,4,161.0,87.0
INV001983,6,203.0,80.0
INV001985,3,192.0,129.0
INV001986,4,68.0,57.25
INV001987,4,144.0,79.25
INV001988,2,71.0,55.0
INV001989,2,94.0,89.5
INV001990,5,130.0,65.8
INV001991,1,49.0,49.0
INV001992,4,148.0,101.5
INV001993,6,87.0,64.66666666666667
INV001994,1,120.0,120.0
INV001995,5,94.0,62.2
INV001996,1,157.0,157.0
INV001997,4,168.0,103.0
INV001998,6,98.0,64.83333333333333
INV001999,4,78.0,61.75
INV002000,4,132.0,68.75
INV002001,4,141.0,98.75
INV002002,3,118.0,106.0
INV002003,4,69.0,54.5
INV002004,1,42.0,42.0
INV002005,5,91.0,61.2
INV002006,4,122.0,79.25
INV002007,1,213.0,213.0
INV002008,5,95.0,62.8
INV002010,7,112.0,69.28571428571429
INV002011,5,129.0,79.2
INV002012,4,144.0,94.25
INV002013,4,100.0,84.25
INV002014,2,101.0,92.5
INV002015,3,209.0,134.0
INV002016,3,142.0,106.0
INV002017,4,99.0,80.0
INV002018,5,104.0,70.4
INV002019,4,117.0,93.5
INV002020,2,200.0,130.5
INV002021,5,72.0,53.8
INV002022,4,89.0,65.75
INV002023,3,123.0,93.33333333333333
INV002024,1,37.0,37.0
INV002025,4,92.0,76.5
INV002026,4,161.0,100.0
INV002027,2,235.0,197.5
INV002028,1,222.0,222.0
INV002029,1,75.0,75.0
INV002030,4,251.0,117.0
INV002032,1,390.0,390.0
INV002033,4,112.0,71.25
INV002034,5,103.0,75.4
INV002035,5,94.0,63.4
INV002036,3,160.0,78.0
INV002037,2,173.0,117.0
INV002038,5,116.0,77.0
INV002039,4,102.0,90.25
INV002040,6,111.0,69.16666666666667
INV002041,3,95.0,75.0
INV002042,4,198.0,95.25
INV002043,3,157.0,104.66666666666667
INV002044,5,118.0,68.0
INV002045,4,165.0,102.0
INV002046,1,363.0,363.0
INV002047,3,161.0,134.66666666666666
INV002049,4,174.0,93.0
INV002050,3,151.0,112.0
INV002051,3,153.0,112.66666666666667
INV002052,3,82.0,59.666666666666664
INV002054,3,127.0,104.0
INV002055,3,239.0,148.33333333333334
INV002056,4,205.0,110.75
INV002057,1,62.0,62.0
INV002058,2,143.0,101.5
INV002059,2,268.0,214.0
INV002060,3,197.0,111.33333333333333
INV002061,4,205.0,109.0
INV002062,2,74.0,58.0
INV002063,1,54.0,54.0
INV002064,1,178.0,178.0
INV002065,2,270.0,243.5
INV002066,4,130.0,94.75
INV002067,5,130.0,69.8
INV002068,1,221.0,221.0
INV002069,5,86.0,69.0
INV002070,6,118.0,70.0
INV002071,3,306.0,142.33333333333334
INV002072,1,266.0,266.0
INV002073,2,223.0,157.5
INV002074,3,104.0,79.0
INV002075,4,126.0,79.25
INV002077,3,192.0,113.0
INV002078,1,54.0,54.0
INV002079,2,122.0,87.5
INV002080,6,95.0,77.33333333333333
INV002081,2,107.0,77.0
INV002082,2,125.0,104.0
INV002083,5,193.0,81.6
INV002085,2,191.0,114.0
INV002087,4,126.0,81.75
INV002088,3,182.0,128.66666666666666
INV002089,3,145.0,114.66666666666667
INV002090,4,144.0,93.75
INV002092,5,81.0,53.4
INV002093,2,82.0,80.5
INV002094,2,220.0,170.5
INV002095,3,96.0,82.66666666666667
INV002096,2,202.0,151.0
INV002097,1,41.0,41.0
INV002098,4,131.0,87.75
INV002099,5,268.0,98.8
INV002100,2,119.0,83.0
INV002101,4,120.0,80.25
INV002102,4,130.0,64.75
INV002103,1,43.0,43.0
INV002104,4,135.0,86.75
INV002106,2,170.0,157.5
INV002107,4,249.0,106.5
INV002108,1,317.0,317.0
INV002109,2,79.0,73.0
INV002110,2,121.0,99.5
INV002111,6,101.0,63.166666666666664
INV002112,3,147.0,113.66666666666667
INV002113,4,201.0,94.5
INV002114,3,162.0,88.0
INV002115,5,106.0,87.8
INV002116,3,53.0,44.0
INV002117,4,208.0,108.0
INV002118,1,57.0,57.0
INV002119,4,195.0,78.25
INV002120,2,173.0,109.5
INV002121,5,88.0,69.4
INV002122,4,97.0,62.25
INV002123,5,97.0,73.4
INV002124,4,169.0,87.5
INV002125,1,88.0,88.0
INV002126,5,153.0,83.2
INV002127,3,92.0,78.66666666666667
INV002128,3,170.0,143.0
INV002129,2,156.0,136.5
INV002130,4,94.0,76.5
INV002131,4,129.0,101.25
INV002133,3,272.0,137.66666666666666
INV002134,6,102.0,67.33333333333333
INV002135,4,139.0,103.0
INV002136,2,183.0,133.0
INV002137,2,125.0,84.0
INV002138,4,177.0,95.75
INV002139,3,170.0,140.66666666666666
INV002140,2,187.0,174.5
INV002141,4,84.0,57.75
INV002142,5,162.0,88.8
INV002143,3,148.0,113.0
INV002144,4,127.0,91.25
INV002145,1,134.0,134.0
INV002146,2,175.0,108.5
INV002147,1,347.0,347.0
INV002148,3,268.0,129.33333333333334
INV002149,1,215.0,215.0
INV002150,4,216.0,87.75
INV002151,4,201.0,92.75
INV002152,4,126.0,102.5
INV002153,4,133.0,85.0
INV002154,3,175.0,117.33333333333333
INV002155,4,140.0,91.5
INV002156,1,174.0,174.0
INV002157,5,86.0,67.6
INV002158,4,142.0,101.25
INV002159,4,104.0,67.5
INV002160,1,64.0,64.0
INV002161,4,264.0,102.5
INV002162,6,198.0,72.33333333333333
INV002163,1,306.0,306.0
INV002164,5,89.0,69.2
INV002165,5,156.0,91.8
INV002166,5,248.0,94.8
INV002167,5,77.0,51.6
INV002168,3,343.0,167.66666666666666
INV002169,3,193.0,112.66666666666667
INV002170,4,150.0,93.25
INV002171,2,150.0,132.0
INV002172,2,205.0,141.0
INV002173,1,148.0,148.0
INV002174,3,143.0,131.66666666666666
INV002175,1,92.0,92.0
INV002176,4,185.0,116.75
INV002177,4,141.0,85.5
INV002178,4,236.0,100.75
INV002179,4,171.0,88.5
INV002180,2,175.0,154.0
INV002181,4,164.0,89.25
INV002182,4,146.0,81.0
INV002183,3,146.0,97.66666666666667
INV002184,4,167.0,94.0
INV002185,2,92.0,91.0
INV002186,7,112.0,61.57142857142857
INV002187,5,122.0,78.6
INV002188,2,85.0,68.0
INV002189,4,153.0,97.5
INV002190,3,121.0,98.66666666666667
INV002191,3,282.0,158.33333333333334
INV002192,4,95.0,70.25
INV002193,1,142.0,142.0
INV002195,6,154.0,69.5
INV002196,5,115.0,88.4
INV002197,3,272.0,140.0
INV002198,3,90.0,75.33333333333333
INV002199,4,83.0,58.75
INV002200,3,291.0,124.33333333333333
INV002201,5,136.0,72.4
INV002202,5,143.0,91.2
INV002203,1,128.0,128.0
INV002204,3,215.0,144.66666666666666
INV002205,3,243.0,141.0
INV002206,6,107.0,62.666666666666664
INV002207,3,252.0,136.0
INV002208,4,129.0,81.25
INV002209,1,271.0,271.0
INV002211,3,109.0,86.33333333333333
INV002212,3,158.0,124.0
INV002213,4,121.0,61.75
INV002214,7,82.0,60.57142857142857
INV002215,8,122.0,60.375
INV002216,6,128.0,61.333333333333336
INV002217,3,151.0,104.66666666666667
INV002218,3,147.0,93.33333333333333
INV002219,4,142.0,105.5
INV002220,4,67.0,57.25
INV002221,1,214.0,214.0
INV002222,2,222.0,137.5
INV002223,3,259.0,125.0
INV002224,2,299.0,194.5
INV002225,3,148.0,88.33333333333333
INV002226,1,65.0,65.0
INV002227,2,96.0,67.5
INV002228,5,86.0,57.8
INV002229,5,101.0,67.0
INV002230,4,114.0,76.75
INV002232,4,174.0,89.25
INV002234,5,96.0,60.0
INV002235,3,137.0,120.33333333333333
INV002236,4,119.0,86.75
INV002237,2,142.0,127.0
INV002238,4,161.0,104.0
INV002239,4,131.0,103.75
INV002240,5,118.0,80.2
INV002241,5,124.0,79.8
INV002242,3,227.0,127.33333333333333
INV002243,3,389.0,163.0
INV002244,5,129.0,74.8
INV002245,3,146.0,91.66666666666667
INV002246,2,91.0,79.0
INV002248,5,73.0,56.2
INV002249,4,109.0,58.25
INV002250,5,114.0,78.4
INV002251,4,114.0,74.75
INV002252,5,89.0,57.0
INV002253,2,124.0,81.5
INV002255,3,148.0,101.66666666666667
INV002256,4,115.0,88.5
INV002257,2,273.0,166.0
INV002258,4,165.0,87.0
INV002259,5,124.0,63.8
INV002260,4,129.0,88.0
INV002261,2,147.0,130.0
INV002262,3,58.0,49.0
INV002264,2,197.0,148.0
INV002265,4,119.0,73.75
INV002266,2,276.0,165.5
INV002267,5,149.0,84.6
INV002269,1,380.0,380.0
INV002270,6,105.0,65.16666666666667
INV002271,3,102.0,76.0
INV002272,1,196.0,196.0
INV002273,1,137.0,137.0
INV002274,5,125.0,68.4
INV002275,5,77.0,62.2
INV002276,5,85.0,68.8
INV002277,4,96.0,73.25
INV002278,2,402.0,237.0
INV002279,3,92.0,65.0
INV002280,4,182.0,92.75
INV002281,4,162.0,112.5
INV002282,3,102.0,74.66666666666667
INV002283,2,162.0,145.0
INV002284,5,87.0,68.6
INV002286,3,202.0,108.0
INV002287,2,193.0,115.5
INV002288,1,97.0,97.0
INV002290,4,97.0,62.75
INV002291,2,148.0,113.0
INV002292,3,126.0,88.33333333333333
INV002293,1,65.0,65.0
INV002294,4,163.0,79.0
INV002295,5,126.0,69.2
INV002296,1,242.0,242.0
INV002297,1,255.0,255.0
INV002298,3,165.0,86.33333333333333
INV002299,4,122.0,72.75
INV002300,3,216.0,103.0
INV002301,1,335.0,335.0
INV002302,3,93.0,67.66666666666667
INV002304,6,57.0,47.666666666666664
INV002306,3,270.0,138.33333333333334
INV002307,3,127.0,108.66666666666667
INV002308,7,74.0,52.857142857142854
INV002310,4,97.0,71.5
INV002311,5,105.0,76.0
INV002312,3,228.0,127.33333333333333
INV002314,2,181.0,161.0
INV002315,5,163.0,70.4
INV002316,3,295.0,168.33333333333334
INV002318,2,283.0,205.0
INV002319,3,123.0,69.33333333333333
INV002320,2,85.0,78.0
INV002322,4,100.0,64.25
INV002323,3,161.0,92.0
INV002324,2,96.0,83.0
INV002325,4,112.0,84.25
INV002326,5,156.0,77.2
INV002327,7,96.0,63.42857142857143
INV002328,5,98.0,79.8
INV002329,6,88.0,56.833333333333336
INV002330,2,48.0,42.5
INV002331,2,238.0,170.0
INV002332,4,170.0,96.5
INV002333,3,173.0,114.66666666666667
INV002334,3,194.0,114.0
INV002335,3,151.0,95.33333333333333
INV002337,1,46.0,46.0
INV002338,3,178.0,143.33333333333334
INV002339,3,124.0,88.0
INV002341,2,80.0,72.5
INV002342,4,174.0,78.5
INV002343,6,90.0,62.166666666666664
INV002344,6,166.0,73.0
INV002345,3,151.0,94.66666666666667
INV002346,4,146.0,102.0
INV002347,4,79.0,62.5
INV002348,5,120.0,69.8
INV002349,6,77.0,56.333333333333336
INV002350,6,132.0,76.16666666666667
INV002351,5,117.0,72.6
INV002352,2,123.0,113.5
INV002353,4,124.0,88.75
INV002355,1,267.0,267.0
INV002357,3,139.0,83.33333333333333
INV002358,2,209.0,130.5
INV002360,6,91.0,59.166666666666664
INV002361,4,166.0,87.25
INV002363,4,126.0,95.75
INV002364,5,106.0,67.8
INV002365,5,127.0,76.0
INV002366,3,242.0,142.66666666666666
INV002367,3,134.0,101.0
INV002368,2,141.0,105.0
INV002369,6,111.0,72.16666666666667
INV002370,4,225.0,91.75
INV002371,1,86.0,86.0
INV002372,6,121.0,68.0
INV002373,6,111.0,67.5
INV002374,4,99.0,73.25
INV002375,1,103.0,103.0
INV002377,3,164.0,107.66666666666667
INV002378,3,108.0,96.0
INV002379,4,173.0,106.25
INV002380,3,195.0,102.33333333333333
INV002381,4,125.0,89.0
INV002382,4,77.0,59.25
INV002383,2,145.0,106.5
INV002384,5,86.0,56.6
INV002385,1,41.0,41.0
INV002387,5,174.0,89.2
INV002388,2,155.0,104.0
INV002389,4,126.0,80.0
INV002390,3,193.0,112.0
INV002391,3,74.0,56.0
INV002392,5,122.0,82.0
INV002393,4,171.0,87.25
INV002394,4,126.0,76.5
INV002395,4,225.0,121.25
INV002396,2,200.0,193.0
INV002397,4,129.0,73.25
INV002399,4,125.0,81.25
INV002400,5,141.0,77.8
INV002401,5,125.0,72.6
INV002402,5,136.0,79.4
INV002403,2,244.0,170.5
INV002404,1,91.0,91.0
INV002405,2,158.0,97.5
INV002406,1,58.0,58.0
INV002407,3,152.0,107.66666666666667
INV002408,1,107.0,107.0
INV002409,4,119.0,75.25
INV002411,2,303.0,190.0
INV002412,5,115.0,88.6
INV002413,4,189.0,82.5
INV002414,3,348.0,150.66666666666666
INV002415,4,110.0,75.5
INV002416,4,192.0,103.0
INV002417,3,190.0,150.0
INV002418,4,119.0,102.0
INV002419,3,181.0,117.66666666666667
INV002420,6,109.0,67.0
INV002421,1,51.0,51.0
INV002422,4,139.0,83.25
INV002423,3,168.0,115.66666666666667
INV002424,3,109.0,76.0
INV002425,3,97.0,60.0
INV002426,3,148.0,105.33333333333333
INV002427,3,70.0,55.666666666666664
INV002428,2,291.0,197.5
INV002429,3,125.0,110.66666666666667
INV002430,4,139.0,84.25
INV002431,6,96.0,74.33333333333333
INV002432,1,289.0,289.0
INV002434,4,133.0,100.0
INV002435,3,122.0,111.0
INV002436,3,216.0,152.0
INV002437,3,140.0,77.66666666666667
INV002438,2,218.0,133.5
INV002440,4,135.0,93.25
INV002441,3,150.0,113.0
INV002442,1,89.0,89.0
INV002444,1,104.0,104.0
INV002445,3,113.0,79.0
INV002446,4,152.0,96.75
INV002447,1,327.0,327.0
INV002448,2,84.0,74.5
INV002449,1,148.0,148.0
INV002450,2,154.0,138.0
INV002451,1,272.0,272.0
INV002452,3,99.0,73.66666666666667
INV002453,6,87.0,55.666666666666664
INV002454,3,121.0,73.66666666666667
INV002456,1,448.0,448.0
INV002457,1,300.0,300.0
INV002458,3,95.0,82.66666666666667
INV002459,5,91.0,70.0
INV002460,3,238.0,133.66666666666666
INV002461,4,156.0,103.5
INV002463,3,232.0,151.33333333333334
INV002464,1,97.0,97.0
INV002465,2,286.0,180.0
INV002466,6,108.0,75.83333333333333
INV002467,5,111.0,65.0
INV002468,4,117.0,76.25
INV002469,5,121.0,68.0
INV002471,4,98.0,77.5
INV002472,5,113.0,63.6
INV002473,1,320.0,320.0
INV002475,4,119.0,82.0
INV002476,6,104.0,69.16666666666667
INV002477,1,58.0,58.0
INV002478,1,71.0,71.0
INV002479,1,260.0,260.0
INV002481,1,208.0,208.0
INV002483,5,180.0,80.8
INV002484,1,112.0,112.0
INV002485,5,74.0,60.2
INV002486,3,129.0,96.33333333333333
INV002487,2,87.0,67.5
INV002488,5,111.0,63.4
INV002489,1,144.0,144.0
INV002490,5,125.0,80.8
INV002491,2,195.0,122.0
INV002493,2,276.0,215.0
INV002494,2,340.0,195.0
INV002495,5,174.0,78.0
INV002496,4,85.0,58.25
INV002497,5,146.0,78.6
INV002498,1,271.0,271.0
INV002499,6,101.0,60.0
INV002500,4,130.0,88.75
INV002502,4,222.0,109.25
INV002503,5,140.0,64.6
INV002504,4,188.0,107.5
INV002505,3,171.0,149.66666666666666
INV002506,5,81.0,64.6
INV002507,3,159.0,123.0
INV002508,3,171.0,115.66666666666667
INV002509,3,74.0,56.333333333333336
INV002510,4,121.0,102.75
INV002511,1,302.0,302.0
INV002512,3,174.0,132.33333333333334
INV002513,4,99.0,78.0
INV002514,1,347.0,347.0
INV002515,2,222.0,140.0
INV002516,1,77.0,77.0
INV002518,4,128.0,103.0
INV002520,6,118.0,66.33333333333333
INV002521,4,126.0,89.0
INV002523,7,133.0,67.28571428571429
INV002524,2,232.0,145.0
INV002525,1,212.0,212.0
INV002526,6,136.0,64.83333333333333
INV002527,2,72.0,66.5
INV002528,3,241.0,117.66666666666667
INV002529,4,202.0,96.0
INV002530,4,175.0,107.5
INV002531,5,135.0,78.0
INV002532,2,223.0,191.0
INV002533,4,134.0,85.25
INV002534,2,221.0,170.5
INV002535,5,78.0,53.0
INV002536,3,198.0,107.0
INV002538,1,250.0,250.0
INV002539,1,65.0,65.0
INV002540,2,173.0,137.0
INV002541,2,151.0,100.0
INV002542,6,84.0,66.5
INV002543,5,92.0,72.6
INV002545,2,298.0,168.5
INV002546,6,88.0,69.66666666666667
INV002547,5,104.0,73.2
INV002548,3,226.0,142.66666666666666
INV002549,4,186.0,108.0
INV002550,2,131.0,99.5
INV002551,3,164.0,125.66666666666667
INV002552,6,85.0,59.166666666666664
INV002553,5,92.0,61.0
INV002554,4,182.0,107.75
INV002555,6,117.0,73.33333333333333
INV002556,4,134.0,87.5
INV002557,2,264.0,155.5
INV002558,5,96.0,80.2
INV002559,2,99.0,72.0
INV002560,5,127.0,93.6
INV002561,3,82.0,70.33333333333333
INV002563,5,124.0,81.8
INV002564,2,110.0,74.5
INV002565,4,172.0,99.5
INV002566,6,127.0,70.5
INV002567,4,107.0,80.5
INV002568,5,144.0,78.0
INV002570,3,150.0,92.33333333333333
INV002571,6,165.0,71.66666666666667
INV002572,7,108.0,61.0
INV002574,4,139.0,85.25
INV002575,5,128.0,76.2
INV002576,1,160.0,160.0
INV002577,2,78.0,61.5
INV002578,3,172.0,145.33333333333334
INV002579,2,71.0,63.0
INV002580,3,65.0,56.0
INV002582,5,93.0,62.0
INV002583,4,118.0,91.25
INV002584,1,205.0,205.0
INV002585,7,74.0,58.42857142857143
INV002586,5,168.0,83.6
INV002587,2,271.0,161.5
INV002588,5,123.0,74.0
INV002590,4,125.0,83.0
INV002591,4,91.0,63.25
INV002592,4,222.0,114.0
INV002593,2,210.0,195.5
INV002594,3,165.0,136.33333333333334
INV002595,3,140.0,104.0
INV002596,2,325.0,205.0
INV002597,2,301.0,186.0
INV002598,3,146.0,92.33333333333333
INV002599,3,234.0,133.66666666666666
INV002600,4,133.0,85.5
INV002601,2,214.0,134.0
INV002602,6,104.0,64.5
INV002603,4,170.0,85.0
INV002604,3,218.0,116.0
INV002605,2,256.0,173.0
INV002606,3,239.0,134.0
INV002607,2,227.0,136.5
INV002608,2,177.0,175.0
INV002609,1,122.0,122.0
INV002610,3,256.0,116.66666666666667
INV002611,4,181.0,113.5
INV002612,1,162.0,162.0
INV002613,7,74.0,54.42857142857143
INV002614,1,76.0,76.0
INV002616,3,223.0,136.66666666666666
INV002617,3,219.0,116.0
INV002619,4,146.0,88.75
INV002620,1,345.0,345.0
INV002621,3,170.0,112.66666666666667
INV002622,6,170.0,74.16666666666667
INV002624,3,103.0,90.0
INV002625,5,143.0,78.4
INV002626,3,191.0,121.66666666666667
INV002627,5,137.0,78.6
INV002628,1,322.0,322.0
INV002629,3,227.0,142.0
INV002630,4,134.0,81.0
INV002631,4,178.0,90.0
INV002632,3,148.0,109.33333333333333
INV002633,6,101.0,59.0
INV002634,1,50.0,50.0
INV002635,4,127.0,91.0
INV002636,1,118.0,118.0
INV002637,4,132.0,94.75
INV002638,3,148.0,127.33333333333333
INV002639,3,55.0,48.0
INV002640,3,93.0,82.66666666666667
INV002641,4,133.0,94.25
INV002642,6,119.0,71.83333333333333
INV002643,4,229.0,94.0
INV002645,4,108.0,73.5
INV002647,4,153.0,105.5
INV002648,3,190.0,134.33333333333334
INV002649,2,174.0,121.0
INV002650,3,211.0,125.33333333333333
INV002651,4,127.0,97.25
INV002652,5,156.0,74.4
INV002654,4,102.0,82.0
INV002655,1,235.0,235.0
INV002656,3,216.0,119.66666666666667
INV002657,2,272.0,203.0
INV002658,5,223.0,100.8
INV002659,4,141.0,91.75
INV002660,3,210.0,105.33333333333333
INV002661,1,60.0,60.0
INV002662,1,262.0,262.0
INV002664,3,115.0,84.33333333333333
INV002666,5,118.0,70.2
INV002668,5,114.0,74.2
INV002669,2,201.0,140.5
INV002670,2,230.0,201.5
INV002671,5,114.0,79.6
INV002673,6,106.0,71.83333333333333
INV002674,4,100.0,63.75
INV002675,5,96.0,67.0
INV002676,3,110.0,80.0
INV002677,1,185.0,185.0
INV002679,4,135.0,103.25
INV002680,2,240.0,200.0
INV002681,4,161.0,114.75
INV002682,5,92.0,61.4
INV002684,4,153.0,89.5
INV002685,3,224.0,149.33333333333334
INV002686,3,205.0,137.0
INV002687,3,173.0,93.0
INV002688,3,89.0,62.0
INV002689,6,71.0,53.5
INV002690,2,252.0,177.5
INV002691,1,384.0,384.0
INV002692,6,124.0,72.0
INV002693,4,63.0,53.25
INV002694,3,194.0,124.33333333333333
INV002696,4,190.0,92.25
INV002697,3,199.0,110.0
INV002698,4,69.0,58.0
INV002699,3,318.0,135.33333333333334
INV002700,4,140.0,99.5
INV002701,2,185.0,112.5
INV002702,4,127.0,89.25
INV002703,2,115.0,88.0
INV002704,4,101.0,77.5
INV002705,2,75.0,72.5
INV002706,6,104.0,62.5
INV002707,4,114.0,70.5
INV002708,3,184.0,120.0
INV002709,1,206.0,206.0
INV002711,3,230.0,118.33333333333333
INV002712,4,174.0,89.25
INV002713,1,162.0,162.0
INV002714,3,212.0,154.33333333333334
INV002716,3,332.0,161.33333333333334
INV002717,3,188.0,120.66666666666667
INV002718,5,171.0,77.4
INV002719,2,170.0,114.5
INV002720,3,237.0,107.0
INV002722,3,178.0,117.0
INV002723,3,102.0,74.0
INV002724,4,104.0,72.75
INV002725,5,123.0,93.0
INV002726,5,83.0,55.4
INV002727,5,178.0,92.2
INV002729,4,155.0,99.75
INV002731,1,214.0,214.0
INV002732,5,151.0,86.8
INV002733,4,150.0,116.5
INV002734,4,163.0,96.25
INV002735,7,98.0,59.57142857142857
INV002736,6,144.0,66.5
INV002737,5,81.0,69.4
INV002738,2,117.0,100.0
INV002739,2,216.0,174.0
INV002740,2,295.0,180.0
INV002741,3,190.0,123.0
INV002743,4,166.0,93.75
INV002744,5,139.0,80.2
INV002745,5,153.0,97.2
INV002746,3,185.0,126.66666666666667
INV002747,4,219.0,112.5
INV002748,4,145.0,99.25
INV002749,2,245.0,157.0
INV002750,2,236.0,155.0
INV002751,7,102.0,61.285714285714285
INV002752,3,113.0,71.33333333333333
INV002753,5,97.0,58.6
INV002754,5,149.0,93.2
INV002756,2,336.0,230.0
INV002757,2,206.0,136.5
INV002758,5,223.0,82.4
INV002759,6,124.0,82.0
INV002761,4,170.0,103.75
INV002762,4,125.0,78.0
INV002763,1,409.0,409.0
INV002764,4,146.0,86.5
INV002765,4,171.0,108.0
INV002766,3,118.0,83.66666666666667
INV002767,3,145.0,91.0
INV002769,6,103.0,67.16666666666667
INV002770,4,213.0,101.0
INV002771,3,306.0,145.33333333333334
INV002772,5,102.0,82.4
INV002773,1,405.0,405.0
INV002774,3,185.0,135.33333333333334
INV002775,3,117.0,79.0
INV002776,3,187.0,105.0
INV002777,2,324.0,206.0
INV002778,2,276.0,166.0
INV002779,5,112.0,76.6
INV002780,3,145.0,101.33333333333333
INV002781,2,93.0,70.0
INV002782,2,151.0,128.0
INV002783,5,126.0,83.4
INV002784,1,125.0,125.0
INV002785,4,254.0,111.0
INV002786,6,115.0,70.83333333333333
INV002787,5,123.0,77.6
INV002788,5,124.0,76.2
INV002789,1,141.0,141.0
INV002790,2,284.0,247.0
INV002791,2,285.0,165.5
INV002792,2,207.0,193.5
INV002793,4,125.0,83.0
INV002794,4,111.0,70.0
INV002796,4,139.0,95.5
INV002797,1,403.0,403.0
INV002798,5,118.0,87.2
INV002799,4,118.0,92.25
INV002800,5,108.0,68.2
INV002801,4,156.0,112.75
INV002802,2,155.0,109.0
INV002803,4,176.0,83.0
INV002804,4,192.0,83.5
INV002805,3,247.0,157.0
INV002806,3,262.0,156.33333333333334
INV002807,2,153.0,97.0
INV002808,3,120.0,94.33333333333333
INV002809,2,276.0,184.0
INV002810,3,50.0,46.333333333333336
INV002811,5,108.0,65.8
INV002813,3,101.0,62.333333333333336
INV002814,1,198.0,198.0
INV002815,1,52.0,52.0
INV002816,1,129.0,129.0
INV002817,2,258.0,197.5
INV002818,2,192.0,166.0
INV002819,3,69.0,50.333333333333336
INV002820,2,144.0,116.0
INV002821,1,179.0,179.0
INV002822,5,145.0,81.6
INV002823,3,138.0,111.0
INV002824,4,130.0,79.75
INV002825,3,281.0,138.33333333333334
INV002826,6,150.0,72.0
INV002827,2,200.0,120.5
INV002828,4,141.0,82.0
INV002829,1,136.0,136.0
INV002830,3,219.0,139.0
INV002831,5,139.0,69.6
INV002832,7,121.0,62.42857142857143
INV002833,2,209.0,148.5
INV002834,4,144.0,100.25
INV002835,3,233.0,151.0
INV002837,1,68.0,68.0
INV002838,6,100.0,65.16666666666667
INV002839,3,132.0,82.0
INV002840,2,186.0,146.0
INV002841,3,44.0,39.666666666666664
INV002843,4,186.0,102.5
INV002845,1,197.0,197.0
INV002846,3,144.0,85.0
INV002847,4,129.0,95.0
INV002848,1,150.0,150.0
INV002849,2,57.0,53.5
INV002850,4,85.0,66.75
INV002851,3,280.0,158.33333333333334
INV002852,5,101.0,64.0
INV002853,3,49.0,46.333333333333336
INV002854,2,273.0,172.5
INV002855,2,196.0,120.0
INV002856,2,212.0,177.0
INV002858,2,234.0,187.5
INV002859,4,198.0,91.25
INV002860,2,280.0,196.5
INV002861,5,184.0,86.6
INV002862,6,145.0,75.33333333333333
INV002863,6,130.0,68.83333333333333
INV002864,3,175.0,109.0
INV002865,5,66.0,48.0
INV002866,3,213.0,120.33333333333333
INV002867,4,167.0,107.75
INV002868,3,156.0,89.0
INV002869,4,202.0,104.0
INV002870,5,139.0,80.0
INV002872,3,199.0,131.33333333333334
INV002873,5,140.0,88.4
INV002874,4,192.0,120.25
INV002875,1,98.0,98.0
INV002876,3,145.0,116.0
INV002877,2,111.0,80.0
INV002878,1,190.0,190.0
INV002879,4,125.0,88.25
INV002881,4,93.0,63.75
INV002882,4,167.0,113.5
INV002883,6,91.0,70.16666666666667
INV002886,6,132.0,72.0
INV002888,4,167.0,86.5
INV002889,1,452.0,452.0
INV002890,4,109.0,81.5
INV002891,6,114.0,76.16666666666667
INV002892,3,164.0,117.0
INV002893,4,106.0,88.0
INV002894,4,187.0,109.75
INV002895,4,171.0,95.75
INV002896,4,110.0,79.0
INV002897,4,147.0,87.5
INV002898,1,111.0,111.0
INV002899,4,207.0,111.0
INV002900,4,136.0,91.75
INV002901,3,131.0,85.66666666666667
INV002903,6,92.0,72.83333333333333
INV002904,3,135.0,111.33333333333333
INV002905,5,142.0,75.6
INV002906,4,92.0,65.25
INV002908,1,139.0,139.0
INV002909,5,142.0,93.8
INV002910,1,346.0,346.0
INV002911,6,161.0,71.5
INV002912,4,185.0,87.25
INV002913,6,116.0,71.0
INV002914,2,287.0,201.5
INV002915,3,117.0,91.66666666666667
INV002917,2,260.0,189.5
INV002920,2,298.0,198.5
INV002921,4,103.0,80.75
INV002922,2,305.0,193.5
INV002923,1,220.0,220.0
INV002924,2,37.0,37.0
INV002925,3,128.0,106.33333333333333
INV002926,4,193.0,107.25
INV002927,4,144.0,86.25
INV002928,4,107.0,83.75
INV002929,4,168.0,98.25
INV002930,3,127.0,95.33333333333333
INV002931,5,157.0,79.6
INV002932,5,96.0,60.8
INV002933,4,89.0,69.0
INV002934,4,98.0,53.5
INV002935,5,95.0,68.4
